type,,,
Wright Flyer III,,,
Wright Byplane,,,
Dirigible,,,
Curtiss seaplane,,,
Zeppelin L-1 (airship),,,
Zeppelin L-2 (airship),,,
Zeppelin L-8 (airship),,,
Zeppelin L-10 (airship),,,
Schutte-Lanz S-L-10 (airship),,,
Zeppelin L-32 (airship),,,
Zeppelin L-31 (airship),,,
Super Zeppelin (airship),,,
Zeppelin L-34 (airship),,,
Airship,,,
Schutte-Lanz S-L-9 (airship),,,
Zeppelin L-22 (airship),,,
Zeppelin L-43 (airship),,,
Zepplin LZ-95 (air ship),,,
Zeppelin L-23 (airship),,,
Zeppelin L-44 (airship),,,
Zeppelin L-59 (airship),,,
Zeppelin L-70 (airship),,,
Zeppelin L-53 (airship),,,
De Havilland DH-4,,,
De Havilland DH-4,,,
De Havilland DH-4,,,
Caproni Ca.48,,,
De Havilland DH-4,,,
Curtiss R-4LM,,,
De Havilland DH-4,,,
De Havilland DH.4,,,
de Havilland DH-4,,,
De Havilland DH-4,,,
De Havilland DH-4,,,
Curtiss R-4LM,,,
Curtiss JN-4H,,,
De Havilland DH-4,,,
De Havilland DH-4,,,
Farman F-40,,,
Armstrong-Whitworth F-K-8,,,
De Havilland DH-4,,,
Junkers JL-6,,,
Junkers F-13,,,
De Havilland DH-4,,,
Salmson 2-A-2,,,
Breguet 14,,,
De Havilland DH-4,,,
De Havilland DH-4,,,
Handley Page HP-16,,,
Breguet 14,,,
De Havilland DH-4,,,
Junkers F-13,,,
Breguet 14,,,
De Havilland DH-4,,,
Avro 504,,,
De Havilland DH-4,,,
De Havilland DH-4,,,
"De Havilland DH-4
De Havilland DH-4",,,
Breguet 14,,,
Royal Airship Works ZR-2 (airship),,,
Potez IX,,,
Bristol 28 Tourer,,,
Handley Page O/10,,,
Dirigible Roma (airship),,,
Aeromarine Model 85 (flying boat),,,
de Havilland DH-18 / Farman F-60 Goliath,,,
Bleriot Spad 27,,,
LVG C VI,,,
Potez 29,,,
Breguet 14,,,
De Havilland DH-4,,,
de Havilland DH-9,,,
Breguet 14,,,
Breguet 14,,,
Lioré-et-Olivier H-13,,,
Breguet 14,,,
De Havilland DH-4,,,
De Havilland DH-4,,,
Farman F-60 Goliath,,,
Blériot Spad 46,,,
De Havilland DH-4,,,
de Havilland DH-34,,,
Junkers F-13,,,
De Havilland DH-4,,,
Zeppelin Dixmunde (airship),,,
De Havilland DH-4,,,
De Havilland DH-4,,,
Fokker F.III,,,
Junkers F-13,,,
De Havilland DH-4,,,
De Havilland DH-4,,,
de Havilland DH-34B,,,
Junkers F-13,,,
Breguet 14,,,
Fokker (KLM)  F.III,,,
Lioré-et-Olivier LeO H-13,,,
Breguet 14,,,
Potez IX,,,
Dirigible ZR-1 Shenandoah (airship),,,
Spad 33,,,
De Havilland DH-4,,,
Breguet 14,,,
Farman F-60 Goliath,,,
Curtiss Carrier Pigeon,,,
Junkers F-13,,,
Breguet 14,,,
Caudron C-61,,,
Fokker F7,,,
Junkers F-13,,,
Bleriot 155,,,
Sikorsky S-25,,,
Bleriot 155,,,
Fokker FG III,,,
Handley Page W-10,,,
Breguet 14,,,
Ryan M-1,,,
Fokker F-VII,,,
Breguet 14,,,
de Havilland DH-9C,,,
"Swallow
Swallow",,,
Fokker FG III,,,
Douglas M-4,,,
SPCA Meteore 63,,,
Junkers F-13,,,
Fokker F-VIII,,,
Fokker Universal,,,
Fokker F-VII,,,
Fokker F7,,,
Dornier Merkur,,,
Breguet 14,,,
Fairchild FC-2,,,
Farman F-121 Jabiru,,,
Junkers F-13,,,
Douglas M-4,,,
Breguet 14,,,
Latécoère 23 (flying boat),,,
Fairchild FC-2,,,
Latecoere 25,,,
Breguet 14,,,
Breguet 14,,,
Boeing 40,,,
Farman F-60 Goliath,,,
Boeing 40,,,
Rohrbach Roland,,,
Latecoere 26,,,
Ford 4,,,
Junkers F-13,,,
AEGK,,,
Douglas M-4,,,
Junkers F-13,,,
