1985,male,0
1985,male,0
1985,male,0
1985,male,0
1985,male,0
1985,male,0
1985,male,202
1985,male,485
1985,male,414
1985,male,177
1985,male,156
1985,male,16
1985,male,67
1985,male,357
1985,male,282
1985,male,315
1985,male,411
1985,male,4
1985,male,152
1985,male,355
1985,male,515
1985,male,232
1985,male,207
1985,male,6
1985,male,1
1985,male,0
1985,male,0
1985,male,0
1985,male,0
1985,male,0
1985,male,7
1985,male,3
1985,male,0
1985,male,0
1985,male,0
1985,male,0
1985,male,1
1985,male,3
1985,male,1
1985,male,0
1985,male,0
1985,male,0
1985,male,214
1985,male,449
1985,male,493
1985,male,245
1985,male,109
1985,male,12
1985,male,129
1985,male,535
1985,male,1011
1985,male,791
1985,male,661
1985,male,35
1985,male,218
1985,male,345
1985,male,278
1985,male,105
1985,male,77
1985,male,11
1985,male,111
1985,male,502
1985,male,605
1985,male,774
1985,male,560
1985,male,13
1985,male,34
1985,male,100
1985,male,174
1985,male,122
1985,male,133
1985,male,9
1985,male,21
1985,male,113
1985,male,193
1985,male,256
1985,male,188
1985,male,12
1985,male,32
1985,male,32
1985,male,12
1985,male,33
1985,male,1
1985,male,2
1985,male,0
1985,male,0
1985,male,0
1985,male,0
1985,male,0
1985,male,0
1985,male,8
1985,male,70
1985,male,33
1985,male,104
1985,male,57
1985,male,7
1985,male,1522
1985,male,2363
1985,male,2752
1985,male,1492
1985,male,740
1985,male,29
1985,male,35
1985,male,85
1985,male,82
1985,male,40
1985,male,35
1985,male,0
1985,male,1
1985,male,0
1985,male,0
1985,male,0
1985,male,0
1985,male,0
1985,male,7
1985,male,5
1985,male,7
1985,male,5
1985,male,1
1985,male,0
1985,male,65
1985,male,47
1985,male,48
1985,male,51
1985,male,4
1985,male,1
1985,male,24
1985,male,48
1985,male,41
1985,male,27
1985,male,19
1985,male,0
1985,male,542
1985,male,1307
1985,male,902
1985,male,361
1985,male,249
1985,male,10
1985,male,1
1985,male,3
1985,male,1
1985,male,1
1985,male,0
1985,male,0
1985,male,1340
1985,male,3763
1985,male,6962
1985,male,1982
1985,male,1139
1985,male,59
1985,male,1
1985,male,6
1985,male,5
1985,male,2
1985,male,0
1985,male,0
1985,male,6
1985,male,14
1985,male,12
1985,male,3
1985,male,2
1985,male,2
1985,male,1
1985,male,1
1985,male,0
1985,male,0
1985,male,0
1985,male,0
1985,male,19
1985,male,18
1985,male,9
1985,male,21
1985,male,1
1985,male,0
1985,male,44
1985,male,145
1985,male,340
1985,male,327
1985,male,375
1985,male,48
1985,male,106
1985,male,256
1985,male,333
1985,male,212
1985,male,136
1985,male,5
1985,male,18
1985,male,60
1985,male,51
1985,male,60
1985,male,64
1985,male,2
1985,male,3
1985,male,15
1985,male,14
1985,male,10
1985,male,2
1985,male,0
1985,male,3
1985,male,8
1985,male,11
1985,male,9
1985,male,4
1985,male,1
1985,male,89
1985,male,245
1985,male,185
1985,male,87
1985,male,81
1985,male,6
1985,male,25
1985,male,66
1985,male,70
1985,male,43
1985,male,28
1985,male,2
1985,male,42
1985,male,393
1985,male,903
1985,male,655
1985,male,678
1985,male,20
1985,male,2
1985,male,0
1985,male,0
1985,male,0
1985,male,0
1985,male,0
1985,male,3
1985,male,3
1985,male,1
1985,male,0
1985,male,0
1985,male,0
1985,male,23
1985,male,39
1985,male,52
1985,male,49
1985,male,27
1985,male,0
1985,male,305
1985,male,624
1985,male,497
1985,male,219
1985,male,176
1985,male,8
1985,male,144
1985,male,1432
1985,male,1024
1985,male,443
1985,male,824
1985,male,71
1985,male,20
1985,male,2
1985,male,11
1985,male,6
1985,male,17
1985,male,2
1985,male,453
1985,male,211
1985,male,573
1985,male,28
1985,male,448
1985,male,29
1985,male,9
1985,male,8
1985,male,2
1985,male,4
1985,male,1
1985,male,0
1985,male,264
1985,male,915
1985,male,1208
1985,male,620
1985,male,411
1985,male,3
1985,male,2177
1985,male,5302
1985,male,5134
1985,male,6053
1985,male,4267
1985,male,205
1985,male,37
1985,male,85
1985,male,67
1985,male,30
1985,male,16
1985,male,1
1986,male,0
1986,male,0
1986,male,0
1986,male,0
1986,male,0
1986,male,0
1986,male,230
1986,male,530
1986,male,478
1986,male,209
1986,male,186
1986,male,10
1986,male,89
1986,male,367
1986,male,324
1986,male,487
1986,male,296
1986,male,18
1986,male,173
1986,male,355
1986,male,507
1986,male,272
1986,male,199
1986,male,5
1986,male,4
1986,male,2
1986,male,1
1986,male,0
1986,male,0
1986,male,0
1986,male,211
1986,male,444
1986,male,476
1986,male,236
1986,male,118
1986,male,3
1986,male,1
1986,male,1
1986,male,0
1986,male,0
1986,male,0
1986,male,0
1986,male,103
1986,male,581
1986,male,967
1986,male,754
1986,male,685
1986,male,27
1986,male,172
1986,male,314
1986,male,290
1986,male,123
1986,male,64
1986,male,12
1986,male,143
1986,male,719
1986,male,878
1986,male,520
1986,male,570
1986,male,20
1986,male,21
1986,male,116
1986,male,156
1986,male,124
1986,male,108
1986,male,7
1986,male,13
1986,male,260
1986,male,189
1986,male,81
1986,male,187
1986,male,10
1986,male,3
1986,male,48
1986,male,20
1986,male,26
1986,male,20
1986,male,1
1986,male,6
1986,male,67
1986,male,28
1986,male,87
1986,male,52
1986,male,6
1986,male,1465
1986,male,2382
1986,male,2847
1986,male,1448
1986,male,695
1986,male,35
1986,male,47
1986,male,86
1986,male,53
1986,male,43
1986,male,63
1986,male,0
1986,male,46
1986,male,3
1986,male,65
1986,male,19
1986,male,32
1986,male,2
1986,male,8
1986,male,6
1986,male,4
1986,male,5
1986,male,1
1986,male,1
1986,male,62
1986,male,47
1986,male,56
1986,male,44
1986,male,5
1986,male,1
1986,male,28
1986,male,56
1986,male,47
1986,male,25
1986,male,25
1986,male,1
1986,male,568
1986,male,1164
1986,male,929
1986,male,380
1986,male,237
1986,male,15
1986,male,1
1986,male,0
1986,male,0
1986,male,0
1986,male,0
1986,male,0
1986,male,1488
1986,male,4171
1986,male,7298
1986,male,2057
1986,male,1263
1986,male,73
1986,male,4
1986,male,5
1986,male,3
1986,male,0
1986,male,0
1986,male,0
1986,male,3
1986,male,13
1986,male,7
1986,male,11
1986,male,3
1986,male,0
1986,male,0
1986,male,0
1986,male,0
1986,male,0
1986,male,0
1986,male,0
1986,male,7
1986,male,7
1986,male,5
1986,male,1
1986,male,0
1986,male,0
1986,male,70
1986,male,176
1986,male,388
1986,male,361
1986,male,408
1986,male,42
1986,male,112
1986,male,267
1986,male,327
1986,male,185
1986,male,104
1986,male,3
1986,male,18
1986,male,100
1986,male,60
1986,male,68
1986,male,53
1986,male,2
1986,male,137
1986,male,86
1986,male,101
1986,male,69
1986,male,19
1986,male,7
1986,male,14
1986,male,18
1986,male,15
1986,male,17
1986,male,1
1986,male,2
1986,male,9
1986,male,1
1986,male,10
1986,male,10
1986,male,3
1986,male,0
1986,male,111
1986,male,234
1986,male,195
1986,male,65
1986,male,61
1986,male,6
1986,male,35
1986,male,64
1986,male,94
1986,male,60
1986,male,18
1986,male,1
1986,male,59
1986,male,377
1986,male,827
1986,male,671
1986,male,616
1986,male,18
1986,male,3
1986,male,2
1986,male,0
1986,male,0
1986,male,0
1986,male,0
1986,male,0
